Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Schedule,Purpose.of.flight,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Report.Status,Publication.Date,Total.Onboard,Fatal.Serious.Count,Fatal.Serious.Rate,Aircraft.Damage,Make_Model,Make.Model
Accident,ANC22LA019,2022-02-21,"Deadhorse, AK",United States,070640N,1481630W,PVT,PVT,Non-Fatal,Substantial,Airplane,N413JP,dehavilland,dhc-3,No,1.0,Reciprocating,135,NSCH,Business,BALD MOUNTAIN AIR SERVICE INC,0.0,0.0,0.0,8.0,VMC,"The pilot's failure to maintain a proper approach path in flat light conditions, which resulted in landing short of the runway and impact with terrain.",22-06-2022,8.0,0.0,0.0,0,dehavilland-dhc-3,dehavilland-dhc-3
Accident,GAA22WA109,2022-02-22,"Leongatha, OF",American Samoa,381835S,1455543E,,,Fatal,Destroyed,Airplane,VH-SEH,piper,pa-25-235,No,,,137,,,,1.0,0.0,0.0,0.0,,,10-03-2022,1.0,1.0,1.0,1,piper-pa-25-235,piper-pa-25-235
Accident,CEN22FA131,2022-02-23,"Fostoria, OH",United States,041829N,0832238W,,,Fatal,Destroyed,Airplane,N3952W,piper,pa-32-260,No,1.0,,091,,Personal,,2.0,0.0,0.0,0.0,IMC,,07-03-2022,2.0,2.0,1.0,1,piper-pa-32-260,piper-pa-32-260
Accident,GAA22WA118,2022-02-23,"Balsas, OF",Brazil,,,SNBS,,Non-Fatal,Unknown,Airplane,PT-DKK,mooney,m20f,No,,,NUSN,,,,0.0,0.0,0.0,2.0,,,10-04-2022,2.0,0.0,0.0,0,mooney-m20f,mooney-m20f
Accident,ERA22FA137,2022-02-24,"Hilltown Township, PA",United States,402052N,0751644W,,,Fatal,Destroyed,Airplane,N6129V,beech,35-c33,No,1.0,,091,,Instructional,,2.0,0.0,0.0,0.0,VMC,,09-03-2022,2.0,2.0,1.0,1,beech-35-c33,beech-35-c33
Accident,WPR22LA114,2022-02-24,"Oceanside, CA",United States,331313N,1172035W,OKB,Bob Maxwell Memorial Airfield,Serious,Substantial,Airplane,N10JA,cessna,208b,No,1.0,,091,,Skydiving,GoJump,0.0,0.0,2.0,0.0,VMC,,01-04-2022,2.0,0.0,0.0,0,cessna-208b,cessna-208b
Incident,DCA22WA091,2022-02-24,"Buenos Aires, ",Argentina,,,,,,Unknown,Airplane,LV-GIQ,embraer,erj190,No,,,NUSC,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0,embraer-erj190,embraer-erj190
Incident,DCA22WA094,2022-02-25,"Maiquetia, ",Venezuela,,,,,,Unknown,Airplane,YV1240,mcdonnell douglas,md81,No,,,NUSC,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0,mcdonnell douglas-md81,mcdonnell douglas-md81
Accident,WPR22LA111,2022-02-26,"Banning, CA",United States,335521N,0116513W,BNG,BANNING MUNI,Minor,Substantial,Airplane,N9010H,cessna,172m,No,1.0,Reciprocating,091,,Instructional,FLEX AIR HOLDINGS INC,0.0,1.0,0.0,0.0,VMC,"The solo student pilot's improper landing flare and bounced landing, which resulted in a runway excursion and impact with a parked vehicle and hanger.",22-06-2022,1.0,1.0,1.0,0,cessna-172m,cessna-172m
Accident,GAA22WA112,2022-02-26,"Comoros, ",China,,,,,Fatal,Unknown,Airplane,5H-MZA,cessna,208b,No,,,NUSN,,,,14.0,0.0,0.0,0.0,,,14-04-2022,14.0,14.0,1.0,0,cessna-208b,cessna-208b
Accident,ERA22LA144,2022-02-26,"Savannah, GA",United States,032739N,0081128W,,,Non-Fatal,Substantial,Airplane,N5208W,piper,pa-28-150,No,1.0,,091,,Instructional,FlyCorps Aviation,0.0,0.0,0.0,1.0,VMC,,16-03-2022,1.0,0.0,0.0,0,piper-pa-28-150,piper-pa-28-150
Accident,ANC22LA020,2022-02-27,"Wasilla, AK",United States,613822N,1491715W,4AK6,Wolf Lake Airport,Minor,Substantial,Airplane,N99640,piper,pa-18-135,No,1.0,,091,,Personal,,0.0,1.0,0.0,0.0,VMC,,23-03-2022,1.0,1.0,1.0,0,piper-pa-18-135,piper-pa-18-135
Accident,ERA22LA138,2022-02-28,"Farmingdale, NY",United States,404345N,0732448W,FRG,REPUBLIC,Non-Fatal,Substantial,Airplane,N7943Y,piper,pa-30,No,2.0,Reciprocating,091,,Instructional,Century Air,0.0,0.0,0.0,2.0,VMC,"The flight crews failure to verify the landing gear position prior to landing. Contributing to the accident was an overload in the landing gear motor electrical circuit which resulted in the circuit breaker opening, preventing the landing gear from extending. ",22-06-2022,2.0,0.0,0.0,0,piper-pa-30,piper-pa-30
Accident,ERA22LA139,2022-02-28,"Madisonville, TN",United States,353259N,0842038W,MNV,MONROE COUNTY,Minor,Substantial,Airplane,N68218,cessna,152,No,1.0,,091,,Personal,Monroe County Flyers and Aircraft Sales,0.0,2.0,0.0,0.0,VMC,,16-03-2022,2.0,2.0,1.0,0,cessna-152,cessna-152
Accident,WPR22LA113,2022-02-28,"Buffalo, WY",United States,442252N,1064318W,BYG,Johnson County Airport,Non-Fatal,Substantial,Airplane,N1799P,piper,pa-22-150,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,"The pilots failure to compensate for a wind gust during the landing roll, which resulted in a loss of directional control and collision with terrain",13-07-2022,1.0,0.0,0.0,0,piper-pa-22-150,piper-pa-22-150
Accident,CEN22LA134,2022-02-28,"Campbellton, TX",United States,028417N,0982259W,0XA5,74 Ranch Airport,Non-Fatal,Substantial,Airplane,N108RF,cessna,208b,No,1.0,Turbo Prop,091,,Aerial Observation,Revolution Flight,0.0,0.0,0.0,2.0,VMC,"The pilots fuel mismanagement, which resulted in a total loss of engine power due to fuel exhaustion and subsequent impact with trees during a forced landing.
",31-08-2022,2.0,0.0,0.0,0,cessna-208b,cessna-208b
Accident,CEN22LA142,2022-02-28,"Kokomo, IN",United States,040260N,0861212W,8I3,Glenndale,Non-Fatal,Substantial,Airplane,N72831,cessna,140,No,1.0,Reciprocating,091,NSCH,Personal,,0.0,0.0,0.0,2.0,VMC,"The pilots decision to perform the takeoff on the soft, wet, turf runway, with the tailwheel equipped airplane, which resulted in a nose-over.",12-08-2022,2.0,0.0,0.0,0,cessna-140,cessna-140
Accident,GAA22WA136,2022-02-28,"Tierra Nueva, ",Mexico,,,,,Fatal,Substantial,Airplane,UNREG,cessna,210,No,,,NUSN,,,,2.0,0.0,0.0,0.0,,,11-07-2022,2.0,2.0,1.0,0,cessna-210,cessna-210
Accident,ERA22LA151,2022-03-01,"The Hammocks, FL",United States,253630N,0803131W,,,Non-Fatal,Substantial,Airplane,N21EU,cirrus,sr22,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,3.0,VMC,"The pilot's failure to maintain an appropriate altitude above obstacles, which resulted controlled flight into a powerline. ",01-09-2022,3.0,0.0,0.0,0,cirrus-sr22,cirrus-sr22
Incident,DCA22WA096,2022-03-01,"Los Mochis, ",Mexico,,,,,,Unknown,Airplane,N961UW,embraer,e190,No,,,091,,,Paramount,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0,embraer-e190,embraer-e190
Accident,GAA22WA119,2022-03-01,"Eldorado, OF",Brazil,243214S,0048259W,,,Fatal,Substantial,Airplane,PP-IAI,piper,pa25,No,1.0,,NUSC,,Aerial Application,Aero Agricola Caicara Ltd.,1.0,0.0,0.0,0.0,,,03-05-2022,1.0,1.0,1.0,0,piper-pa25,piper-pa25
Accident,WPR22LA115,2022-03-02,"Mortmar, CA",United States,333141N,0115583W,TRM,,Minor,Substantial,Airplane,N8814X,cessna,182d,No,1.0,,PUBU,,Public Aircraft - Federal,CLOUDSTREET FLYING SERVICES,0.0,1.0,0.0,0.0,VMC,,09-03-2022,1.0,1.0,1.0,0,cessna-182d,cessna-182d
Accident,ERA22LA143,2022-03-02,"Manassas, VA",United States,384332N,0077311W,HEF,Manassas Regional Airport,Non-Fatal,Substantial,Airplane,N5627W,piper,pa28,No,1.0,Reciprocating,091,,Instructional,,0.0,0.0,0.0,2.0,VMC,The student pilots improper left rudder input after power application during the touch-and-go landing which resulted in a runway excursion and collision with airport lighting equipment. Contributing to the accident was the flight instructors inadequate supervision of the student.,05-07-2022,2.0,0.0,0.0,0,piper-pa28,piper-pa28
Incident,DCA22WA090,2022-03-02,"Karachi, OF",Pakistan,,,JIAP,"Jinnah International Airport,",Non-Fatal,Minor,Airplane,AP-BNB,boeing,737,No,,,NUSC,SCHD,,Serene Air,0.0,0.0,0.0,115.0,,,09-06-2022,115.0,0.0,0.0,0,boeing-737,boeing-737
Accident,GAA22WA113,2022-03-03,"Norseman, OF",American Samoa,,,,,Fatal,Destroyed,Airplane,VH-JVR,cessna,u206g,No,,,NUSN,,,,1.0,0.0,0.0,0.0,,,10-03-2022,1.0,1.0,1.0,1,cessna-u206g,cessna-u206g
Accident,CEN22LA136,2022-03-04,"Pinckneyville, IL",United States,375833N,0892138W,PJY,PINCKNEYVILLE-DU QUOIN,Non-Fatal,Substantial,Airplane,N99104,cessna,172p,No,1.0,Reciprocating,091,,Instructional,SOUTHERN ILLINOIS UNIVERSITY,0.0,0.0,0.0,2.0,VMC,The airplanes collision with a deer on the runway during landing.,05-07-2022,2.0,0.0,0.0,0,cessna-172p,cessna-172p
Accident,CEN22LA139,2022-03-04,"Winnsboro, LA",United States,032919N,0091420W,F89,Winnsboro Municipal Airport,Serious,Substantial,Airplane,N555EK,aeronca,7ccm,No,1.0,Reciprocating,091,,Instructional,,0.0,0.0,2.0,0.0,VMC,The pilots loss of airplane control during takeoff and subsequent impact with trees and terrain. Contributing to the accident was the pilots lack of experience in the accident airplane. ,12-08-2022,2.0,0.0,0.0,0,aeronca-7ccm,aeronca-7ccm
Accident,CEN22LA135,2022-03-05,"Monee, IL",United States,412239N,0874047W,C56,Bult Field Airport,Minor,Substantial,Airplane,N5078M,piper,pa-28-235,No,1.0,,091,NSCH,Personal,,0.0,1.0,0.0,0.0,VMC,,25-04-2022,1.0,1.0,1.0,0,piper-pa-28-235,piper-pa-28-235
Accident,ERA22LA147,2022-03-05,"HAZARD, KY",United States,372314N,0831542W,CPF,WENDELL H FORD,Non-Fatal,Substantial,Airplane,N767RT,cessna,t182t,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,2.0,VMC,"The pilot's loss of directional control while landing, which resulted in a runway excursion.",05-07-2022,2.0,0.0,0.0,0,cessna-t182t,cessna-t182t
Accident,ANC22LA022,2022-03-05,"Newhalen, AK",United States,593854N,0154597W,,,Serious,Substantial,Airplane,N1853Q,cessna,u206f,No,1.0,Reciprocating,091,,Business,SEND NORTH,0.0,1.0,4.0,0.0,IMC,"The pilots decision to continue visual flight into an area of instrument meteorological conditions, which resulted in the pilot experiencing a loss of visual reference and subsequent controlled flight into terrain.",01-09-2022,5.0,1.0,0.2,0,cessna-u206f,cessna-u206f
Incident,DCA22WA093,2022-03-05,"Maiquetia, OF",Venezuela,,,,,,Unknown,Airplane,YV2923,mcdonnell douglas,md82,No,,,NUSC,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0,mcdonnell douglas-md82,mcdonnell douglas-md82
Accident,ERA22LA146,2022-03-06,"Waco, GA",United States,333759N,0851636W,,,Non-Fatal,Substantial,Airplane,N764B,beech,a35,No,1.0,,091,,Personal,,0.0,0.0,0.0,2.0,VMC,,24-03-2022,2.0,0.0,0.0,0,beech-a35,beech-a35
Incident,DCA22WA092,2022-03-06,"Malaga, ",Spain,,,LEMG,Malaga-Costa del Sol Internati,,Unknown,Airplane,EI-EVR,boeing,737,No,,,NUSC,SCHD,,Ryanair,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0,boeing-737,boeing-737
Accident,ERA22LA148,2022-03-07,"Middle River, MD",United States,039196N,0762414W,MTN,MARTIN STATE,Non-Fatal,Substantial,Airplane,N22AU,cessna,525b,No,2.0,,135,NSCH,,Executive Flight Services LLC,0.0,0.0,0.0,2.0,VMC,,06-04-2022,2.0,0.0,0.0,0,cessna-525b,cessna-525b
Accident,CEN22LA138,2022-03-07,"Gulfport, MS",United States,302429N,0089426W,GPT,Gulfport-Biloxi International,Non-Fatal,Substantial,Airplane,N8170J,beech,200,No,2.0,,091,,Business,HLAF AETA LLC,0.0,0.0,0.0,5.0,VMC,,18-03-2022,5.0,0.0,0.0,0,beech-200,beech-200
Accident,WPR22LA120,2022-03-07,"Nampa, ID",United States,433453N,1163123W,KMAN,Nampa Municipal Airport,Non-Fatal,Substantial,Airplane,N968SW,piper,pa-18,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,The pilots failure to maintain directional control during landing with a crosswind. ,13-07-2022,1.0,0.0,0.0,0,piper-pa-18,piper-pa-18
Incident,ENG22WA015,2022-03-07,"Lanseria, OF",South Africa,,,,,Non-Fatal,Minor,Airplane,ZS-ZWB,boeing,737,No,,,NUSC,SCHD,,COMAIR Limited,0.0,0.0,0.0,141.0,,,07-06-2022,141.0,0.0,0.0,0,boeing-737,boeing-737
Accident,WPR22LA123,2022-03-07,"San Carlos, CA",United States,371826N,0122859W,KSQL,San Carlos Airport,Non-Fatal,Substantial,Airplane,N653ND,cessna,172s,No,1.0,Reciprocating,091,,Instructional,Pelican Flight Training LLC,0.0,0.0,0.0,1.0,VMC,The pilots improper landing flare which resulted in a bounced landing.,01-09-2022,1.0,0.0,0.0,0,cessna-172s,cessna-172s
Accident,WPR22LA118,2022-03-08,"Bonners Ferry, ID",United States,484335N,1161741W,65S,Boundary County Airport,Non-Fatal,Substantial,Airplane,N6755B,piper,pa-22-150,No,1.0,Reciprocating,091,,Personal,CROW AIR LLC,0.0,0.0,0.0,1.0,VMC,"The pilots improper landing flare, and bounced landing, which resulted in a ground loop and runway excursion.",05-07-2022,1.0,0.0,0.0,0,piper-pa-22-150,piper-pa-22-150
Accident,CEN22LA137,2022-03-08,"Englewood, CO",United States,039334N,1045114W,APA,Centennial,Minor,Destroyed,Airplane,N210GE,cessna,p210n,No,1.0,,091,NSCH,Personal,,0.0,2.0,0.0,0.0,VMC,,15-03-2022,2.0,2.0,1.0,1,cessna-p210n,cessna-p210n
Accident,ERA22FA149,2022-03-09,"Panama City, FL",United States,302344N,0854837W,ECP,NORTHWEST FLORIDA BEACHES INTL,Fatal,Destroyed,Airplane,N182XT,cessna,182q,No,1.0,,091,,Personal,SLATTERY DONALD J,2.0,0.0,0.0,0.0,IMC,,22-03-2022,2.0,2.0,1.0,1,cessna-182q,cessna-182q
Incident,DCA22WA095,2022-03-09,"Manchester, OF",United Kingdom,,,,,Non-Fatal,Minor,Airplane,G-TAWY,boeing,737,No,2.0,,NUSC,SCHD,,,0.0,0.0,0.0,177.0,,,11-03-2022,177.0,0.0,0.0,0,boeing-737,boeing-737
Accident,GAA22WA122,2022-03-09,"Tumeremo, OF",Venezuela,007156N,0613123W,,Aeropuerto Tumeremo,Non-Fatal,Destroyed,Airplane,YV-1618,cessna,182,No,,,NUSN,,,,0.0,0.0,0.0,1.0,,,18-03-2022,1.0,0.0,0.0,1,cessna-182,cessna-182
Accident,ERA22LA152,2022-03-10,"Plainville, CT",United States,414122N,0725153W,4B8,Robertson Field Airport,Non-Fatal,Substantial,Airplane,N91JB,american champion aircraft,7gcbc,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,The pilots failure to maintain directional control during the landing roll.  ,05-07-2022,1.0,0.0,0.0,0,american champion aircraft-7gcbc,american champion aircraft-7gcbc
Accident,WPR22LA124,2022-03-10,"McGrath, AK",United States,625710N,1553625W,PAMC,McGrath,Non-Fatal,Substantial,Airplane,N3UR,cessna,310r,No,2.0,,091,,Personal,,0.0,0.0,0.0,4.0,VMC,,24-03-2022,4.0,0.0,0.0,0,cessna-310r,cessna-310r
Accident,ERA22FA153,2022-03-11,"Bay Minette, AL",United States,305214N,0874941W,1R8,Bay Minette Municipal Airport,Fatal,Substantial,Airplane,N5774L,grumman,aa1,No,1.0,,091,,Personal,,1.0,0.0,0.0,0.0,IMC,,23-03-2022,1.0,1.0,1.0,0,grumman-aa1,grumman-aa1
Accident,CEN22LA143,2022-03-11,"Taylorville, IL",United States,393157N,0891951W,TAZ,Taylorville Municipal,Non-Fatal,Substantial,Airplane,N755ZR,socata,tbm 700,No,1.0,Turbo Prop,091,NSCH,Personal,,0.0,0.0,0.0,4.0,VMC,The pilots failure to maintain directional control during the landing roll in gusting wind conditions.,05-07-2022,4.0,0.0,0.0,0,socata-tbm 700,socata-tbm 700
Accident,CEN22LA144,2022-03-11,"Minot, ND",United States,481521N,1011718W,MOT,MOT,Non-Fatal,Substantial,Airplane,N164CP,cirrus,sr22t,No,1.0,,091,,Personal,HIGHWINGS LLC,0.0,0.0,0.0,2.0,VMC,,12-04-2022,2.0,0.0,0.0,0,cirrus-sr22t,cirrus-sr22t
Accident,CEN22LA140,2022-03-12,"Heavner, OK",United States,345248N,0942624W,,,Non-Fatal,Substantial,Airplane,N9410Q,beech,a36,No,1.0,,091,,Personal,HOOK EM LLC,0.0,0.0,0.0,3.0,VMC,,01-04-2022,3.0,0.0,0.0,0,beech-a36,beech-a36
Accident,CEN22LA141,2022-03-13,"Brodhead, WI",United States,423547N,0892228W,C37,BRODHEAD,Minor,Substantial,Airplane,N63246,cessna,150m,No,1.0,,091,,Personal,,0.0,2.0,0.0,0.0,VMC,,17-03-2022,2.0,2.0,1.0,0,cessna-150m,cessna-150m
Accident,GAA22WA121,2022-03-14,"Sandown, ",United Kingdom,050396N,0001110W,,Sandown Airport,Non-Fatal,Substantial,Airplane,N8350Y,piper,pa-30,No,1.0,,NUSN,,,,0.0,0.0,0.0,1.0,,,14-04-2022,1.0,0.0,0.0,0,piper-pa-30,piper-pa-30
Accident,WPR22LA126,2022-03-14,"Lancaster, CA",United States,344428N,0118137W,KWJF,General William J Fox Airfield,Non-Fatal,Substantial,Airplane,N94001,cessna,t210l,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,2.0,VMC,A total loss of engine power due to the pilots inadequate fuel management which resulted in fuel starvation and subsequent collision with a fence during landing.,13-07-2022,2.0,0.0,0.0,0,cessna-t210l,cessna-t210l
Accident,CEN22LA148,2022-03-15,"Moberly, MO",United States,392752N,0922542W,MBY,Omar N. Bradley Airport,Non-Fatal,Substantial,Airplane,N8585S,cessna,182,No,1.0,Reciprocating,091,,Instructional,,0.0,0.0,0.0,1.0,VMC,"The student pilot's improper landing flare, which resulted in a bounced hard landing.",05-07-2022,1.0,0.0,0.0,0,cessna-182,cessna-182
Accident,ERA22LA157,2022-03-16,"Harveysburg, OH",United States,393040N,0835941W,,,Non-Fatal,Substantial,Airplane,N9588E,aeronca,11ac,No,1.0,,091,,Instructional,,0.0,0.0,0.0,2.0,VMC,,21-06-2022,2.0,0.0,0.0,0,aeronca-11ac,aeronca-11ac
Accident,CEN22FA145,2022-03-17,"Pond Creek, OK",United States,363743N,0975315W,,,Fatal,Destroyed,Airplane,N8357Y,piper,pa-30,No,2.0,,091,,Personal,,3.0,0.0,0.0,0.0,VMC,,29-03-2022,3.0,3.0,1.0,1,piper-pa-30,piper-pa-30
Accident,GAA22WA130,2022-03-17,"BRAGANÇA PAULISTA - SP, OF",Brazil,002301S,0463119W,SBBP,Aeródromo Estadual Arthur Siqu,Non-Fatal,Substantial,Airplane,PT-OYF,cessna,150,No,1.0,,NUSC,,Instructional,CLASSIC ESCOLA DE AVIAÇÃO CIVIL LTDA,0.0,0.0,0.0,2.0,UNK,,30-03-2022,2.0,0.0,0.0,0,cessna-150,cessna-150
Incident,DCA22WA173,2022-03-17,"Manchester, ",United Kingdom,,,,,,Unknown,Airplane,EI-ENF,boeing,737,No,,,NUSC,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0,boeing-737,boeing-737
Accident,CEN22LA149,2022-03-18,"Grapevine, TX",United States,032530N,0097251W,DFW,Dallas Ft. Worth,Non-Fatal,Substantial,Airplane,N78SA,cessna,208b,No,1.0,Turbo Prop,135,NSCH,Business,MARTINAIRE AVIATION LLC,0.0,0.0,0.0,2.0,VMC,"The failure of the pilot of the second aircraft to maintain a safe distance from the lead airplane while taxiing, which resulted in a ground collision.
 ",05-07-2022,2.0,0.0,0.0,0,cessna-208b,cessna-208b
Accident,CEN22LA149,2022-03-18,"Grapevine, TX",United States,032530N,0097251W,DFW,Dallas Ft. Worth,Non-Fatal,Substantial,Airplane,N9469B,cessna,208b,No,1.0,Reciprocating,135,NSCH,Business,MARTINAIRE AVIATION LLC,0.0,0.0,0.0,2.0,VMC,"The failure of the pilot of the second aircraft to maintain a safe distance from the lead airplane while taxiing, which resulted in a ground collision.
 ",05-07-2022,2.0,0.0,0.0,0,cessna-208b,cessna-208b
Accident,ERA22LA195,2022-03-18,"Carlisle, PA",United States,401116N,0771012W,N94,Carlisle Airport,Non-Fatal,Substantial,Airplane,N4468X,piper,pa-32-300,No,1.0,,091,,Personal,,0.0,0.0,0.0,6.0,VMC,,05-05-2022,6.0,0.0,0.0,0,piper-pa-32-300,piper-pa-32-300
Accident,ERA22FA161,2022-03-19,"Dahlonega, GA",United States,343411N,0084133W,9A0,Lumpkin County-Wimpys Airport,Fatal,Substantial,Airplane,N1410F,cessna,172,No,1.0,,091,,Personal,BLUE RIDGE MOUNTAIN FLYERS INC,1.0,0.0,0.0,0.0,VMC,,29-03-2022,1.0,1.0,1.0,0,cessna-172,cessna-172
Incident,GAA22WA134,2022-03-19,"San Fernando, OF",Argentina,342717S,0583527W,,,Non-Fatal,Unknown,Airplane,LV-HWL,beech,95b55,No,,,NUSN,,,,0.0,0.0,0.0,2.0,,,10-04-2022,2.0,0.0,0.0,0,beech-95b55,beech-95b55
Accident,WPR22LA144,2022-03-19,"Alpine, CA",United States,325545N,1163955W,,,Non-Fatal,Substantial,Airplane,N42764,piper,pa-28-151,No,1.0,,091,,Personal,SKINNER COLIN C,0.0,0.0,0.0,3.0,VMC,"The pilots failure to maintain clearance from rising terrain while operating in a canyon, which resulted in an impact with terrain",13-07-2022,3.0,0.0,0.0,0,piper-pa-28-151,piper-pa-28-151
Accident,ANC22LA024,2022-03-20,"Talkeetna, AK",United States,621855N,0015060W,TKA,Talkeetna,Non-Fatal,Substantial,Airplane,N6332D,cessna,172n,No,1.0,,091,NSCH,Personal,,0.0,0.0,0.0,4.0,VMC,,27-04-2022,4.0,0.0,0.0,0,cessna-172n,cessna-172n
Accident,GAA22WA125,2022-03-20,"Ringsted, ",Denmark,,,,,Minor,Substantial,Airplane,N745AJ,cirrus,sr22,No,,,NUSN,,,,0.0,2.0,0.0,0.0,,,23-07-2022,2.0,2.0,1.0,0,cirrus-sr22,cirrus-sr22
Accident,GAA22WA126,2022-03-20,"Antioquia, OF",Colombia,,,,,Serious,Substantial,Airplane,HK3282,ayres,srt34,No,,,NUSN,,,,0.0,0.0,1.0,0.0,,,24-07-2022,1.0,0.0,0.0,0,ayres-srt34,ayres-srt34
Accident,CEN22LA174,2022-03-20,"Paragould, AR",United States,036350N,0903033W,PGR,Kirk Field,Non-Fatal,Substantial,Airplane,N1953B,luscombe,8a,No,1.0,Reciprocating,091,,Instructional,,0.0,0.0,0.0,1.0,VMC,The student pilots failure to maintain directional control during landing which resulted in a ground loop. ,13-07-2022,1.0,0.0,0.0,0,luscombe-8a,luscombe-8a
Incident,DCA22WA114,2022-03-20,"Barcelona, ",Spain,,,BCN,Josep Tarradellas BarcelonaEl,,Minor,Airplane,N777AN,boeing,777-223,No,2.0,,121,,,AMERICAN AIRLINES INC,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0,boeing-777-223,boeing-777-223
Accident,ANC22LA025,2022-03-21,"Kekaha, HI",United States,215845N,0159404W,,,Fatal,Destroyed,Airplane,N98763,cessna,172p,No,1.0,,091,NSCH,Other Work Use,CIVIL AIR PATROL INC,2.0,0.0,0.0,0.0,IMC,,29-03-2022,2.0,2.0,1.0,1,cessna-172p,cessna-172p
Accident,DCA22WA102,2022-03-21,"Wuzhou, ",China,,,,,Fatal,Destroyed,Airplane,B-1791,boeing,737,No,,,NUSC,,,China Eastern Airlines,132.0,0.0,0.0,0.0,,,23-05-2022,132.0,132.0,1.0,1,boeing-737,boeing-737
Accident,GAA22WA128,2022-03-21,"Brantford, ",Canada,,,,,Fatal,Substantial,Airplane,C-GOFD,cessna,172rg,No,,,NUSN,,,,1.0,0.0,0.0,0.0,,,12-05-2022,1.0,1.0,1.0,0,cessna-172rg,cessna-172rg
Accident,GAA22WA131,2022-03-21,"Bragança Paulista, OF",Brazil,225354S,0463322W,,,Serious,Substantial,Airplane,PT-BOK,piper,pa28-140,No,,,NUSN,,,,0.0,0.0,2.0,0.0,,,09-08-2022,2.0,0.0,0.0,0,piper-pa28-140,piper-pa28-140
Incident,GAA22WA135,2022-03-21,"La Guaira, ",Venezuela,103616N,0665927W,SVMI,Simón Bolívar International Ai,Non-Fatal,Unknown,Airplane,YV-2885,beech,a100,No,2.0,,UNK,,,CORPORACION KING AIR 100 C.A,0.0,0.0,0.0,7.0,,,24-05-2022,7.0,0.0,0.0,0,beech-a100,beech-a100
Accident,CEN22LA155,2022-03-22,"Plains, TX",United States,033136N,1024935W,F98,Yoakum County Airport,Non-Fatal,Substantial,Airplane,N7199G,cessna,172k,No,1.0,Reciprocating,091,,Aerial Observation,AMERICAN PATRIOTS INC,0.0,0.0,0.0,1.0,VMC,The pilots failure to maintain control of the airplane during taxi with a strong crosswind. ,05-07-2022,1.0,0.0,0.0,0,cessna-172k,cessna-172k
Accident,GAA22WA163,2022-03-23,"Bonn-Hangelar, ",Georgia,,,,,Serious,Substantial,Airplane,D-ECUB,cessna,f172,No,,,NUSN,,,,0.0,0.0,1.0,0.0,,,27-04-2022,1.0,0.0,0.0,0,cessna-f172,cessna-f172
Accident,WPR22LA127,2022-03-24,"Washington, UT",United States,037334N,1132952W,SGU,St George Municipal Airport,Serious,Substantial,Airplane,N111NW,piper,pa-32r-300,No,1.0,,091,,Personal,,0.0,0.0,2.0,0.0,VMC,,07-04-2022,2.0,0.0,0.0,0,piper-pa-32r-300,piper-pa-32r-300
Accident,CEN22LA156,2022-03-24,"Springtown, TX",United States,033040N,0974140W,,,Minor,Substantial,Airplane,N733KP,cessna,172n,No,1.0,,091,,Instructional,,0.0,2.0,0.0,0.0,VMC,,11-04-2022,2.0,2.0,1.0,0,cessna-172n,cessna-172n
Accident,GAA22WA139,2022-03-24,"Hilversum, ",Netherlands,,,,,Non-Fatal,Substantial,Airplane,N611JP,piper,pa28,No,,,NUSN,,,,0.0,0.0,0.0,1.0,,,09-05-2022,1.0,0.0,0.0,0,piper-pa28,piper-pa28
Accident,GAA22WA143,2022-03-24,"Sevilla, ",Spain,,,,,Non-Fatal,Unknown,Airplane,D-CNOC,cessna,560xl,No,,,NUSN,,,,0.0,0.0,0.0,2.0,,,17-05-2022,2.0,0.0,0.0,0,cessna-560xl,cessna-560xl
Accident,CEN22LA178,2022-03-24,"Sunflower, MS",United States,033328N,0903224W,,,Minor,Substantial,Airplane,N4583S,cessna,l-19e,No,1.0,,091,,Personal,,0.0,1.0,0.0,0.0,VMC,,26-04-2022,1.0,1.0,1.0,0,cessna-l-19e,cessna-l-19e
Accident,ERA22LA167,2022-03-25,"Winder, GA",United States,335849N,0083393W,WDR,,Serious,Destroyed,Airplane,N62283,cessna,172p,No,1.0,,091,,Instructional,FLIGHT SCHOOL OF GWINNETT INC,0.0,0.0,2.0,0.0,VMC,,14-04-2022,2.0,0.0,0.0,1,cessna-172p,cessna-172p
