Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Schedule,Purpose.of.flight,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Report.Status,Publication.Date,Total.Onboard,Fatal.Serious.Count,Fatal.Serious.Rate,Aircraft.Damage,Make_Model,Make.Model
Accident,DCA94WA036,1994-02-22,"ROSKILDE, DENMARK",Denmark,,,,,Non-Fatal,Substantial,Airplane,N8149S,beech,2000 (starship),No,,Unknown,"Non-U.S., Non-Commercial",UNK,Business,,0.0,0.0,0.0,6.0,UNK,Foreign,,6.0,0.0,0.0,0,beech-2000 (starship),beech-2000 (starship)
Accident,NYC94FA128,1994-07-16,"TREMONT CITY, OH",United States,,,I-54,MAD RIVER,Fatal(4),Destroyed,Airplane,N1124V,cessna,k172r,No,1.0,Reciprocating,Part 91: General Aviation,,Skydiving,,4.0,0.0,0.0,0.0,VMC,Probable Cause,17-10-2016,4.0,4.0,1.0,1,cessna-k172r,cessna-k172r
Accident,CHI94LA298,1994-08-25,"CENTRALIA, IL",United States,,,,,Non-Fatal,Substantial,Airplane,N6307S,cessna,150,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,1.0,0.0,VMC,Probable Cause,02-05-2011,1.0,0.0,0.0,0,cessna-150,cessna-150
Accident,ANC94LA126,1994-08-31,"CAPE SABINE, AK",United States,,,Z53,CAPE SABINE,Non-Fatal,Substantial,Airplane,N9825F,cessna,208,No,1.0,Turbo Prop,Part 135: Air Taxi & Commuter,NSCH,Unknown,,0.0,0.0,0.0,2.0,VMC,Probable Cause,17-11-2009,2.0,0.0,0.0,0,cessna-208,cessna-208
Accident,LAX94WA373,1994-09-14,"PRINCE GEORGE, CANADA",Canada,,,,,Non-Fatal,Substantial,Airplane,N1869J,piper,pa-28-140,No,,Unknown,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Foreign,06-10-1994,1.0,0.0,0.0,0,piper-pa-28-140,piper-pa-28-140
Accident,MIA94WA215,1994-09-20,"LONG ISLAND, BAHAMAS",Bahamas,,,,,Non-Fatal,Substantial,Airplane,N8374Y,piper,pa32r-301t,No,,Unknown,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,6.0,VMC,Foreign,,6.0,0.0,0.0,0,piper-pa32r-301t,piper-pa32r-301t
Accident,DCA94WA077,1994-09-23,"WESTMAN ISLES, Iceland",Iceland,,,,,Fatal(2),Destroyed,Airplane,N9082N,aero commander,500s,No,,Unknown,"Non-U.S., Commercial",UNK,Unknown,,2.0,0.0,0.0,0.0,UNK,Foreign,,2.0,2.0,1.0,1,aero commander-500s,aero commander-500s
Accident,LAX95WA056,1994-11-18,"TRIPUI, MEXICO",Mexico,,,,,Non-Fatal,Substantial,Airplane,N71RJ,piper,pa-32r-300,No,,Unknown,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,4.0,VMC,Foreign,22-12-1994,4.0,0.0,0.0,0,piper-pa-32r-300,piper-pa-32r-300
Accident,LAX95FA062,1994-12-27,"HOLTVILLE, CA",United States,,,IPL,IMPERIAL COUNTY AIRPORT,Fatal(2),Destroyed,Airplane,N4647R,piper,pa-28-140,No,1.0,Reciprocating,Part 91: General Aviation,,Business,,2.0,0.0,0.0,0.0,VMC,Probable Cause,17-08-2012,2.0,2.0,1.0,1,piper-pa-28-140,piper-pa-28-140
Accident,DCA95WA012,1994-12-29,"VAN, Turkey",Turkey,,,,,Fatal(54),Destroyed,Airplane,,boeing,737-400,No,,Unknown,"Non-U.S., Commercial",SCHD,Unknown,,54.0,21.0,0.0,0.0,IMC,Foreign,,75.0,75.0,1.0,1,boeing-737-400,boeing-737-400
Accident,NYC95LA070,1995-03-11,"WILMINGTON, OH",United States,,,I66,CLINTON FIELD,Non-Fatal,Substantial,Airplane,N8395Y,piper,pa-28rt-201,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Probable Cause,11-09-2012,2.0,0.0,0.0,0,piper-pa-28rt-201,piper-pa-28rt-201
Accident,NYC95LA093,1995-04-24,"BANGOR, ME",United States,,,BGR,BANGOR INTERNATIONAL ARPT,Non-Fatal,Substantial,Airplane,N62EC,cessna,185,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Probable Cause,15-06-2015,2.0,0.0,0.0,0,cessna-185,cessna-185
Accident,FTW95WA227,1995-05-06,"SOTO CANO, HONDURAS",Honduras,,,MHSL,COMAYAGUA,Non-Fatal,Substantial,Airplane,N26496,cessna,550,No,2.0,Turbo Fan,"Non-U.S., Non-Commercial",,Public Aircraft,,0.0,0.0,0.0,3.0,VMC,Foreign,01-03-2012,3.0,0.0,0.0,0,cessna-550,cessna-550
Incident,NYC95IA114B,1995-05-19,"NEWARK, NJ",United States,,,EWR,NEWARK INTERNATIONAL,Incident,Minor,Airplane,N13624,boeing,737-500,No,2.0,Turbo Fan,Part 121: Air Carrier,SCHD,Unknown,,0.0,0.0,0.0,288.0,VMC,Probable Cause,04-12-2014,288.0,0.0,0.0,0,boeing-737-500,boeing-737-500
Incident,NYC95IA114A,1995-05-19,"NEWARK, NJ",United States,,,EWR,NEWARK INTERNATIONAL,Incident,Minor,Airplane,LNRCK,boeing,767-383er,No,2.0,Turbo Fan,Part 129: Foreign,SCHD,,Scandinavian Airline System (dba: Sas),0.0,0.0,0.0,288.0,VMC,Probable Cause,04-12-2014,288.0,0.0,0.0,0,boeing-767-383er,boeing-767-383er
Accident,FTW95LA309,1995-07-23,"BELEN, NM",United States,,,,,Fatal(1),Unknown,Airplane,N926MA,de havilland,dhc-6,No,2.0,Turbo Prop,Part 91: General Aviation,,Skydiving,,1.0,0.0,0.0,17.0,VMC,Probable Cause,17-10-2016,18.0,1.0,0.05555555555555555,0,de havilland-dhc-6,de havilland-dhc-6
Accident,NYC95MA220,1995-09-10,"WEST POINT, VA",United States,,,W97,WEST POINT MUNICIPAL,Fatal(12),Destroyed,Airplane,N945PA,beech,65,No,2.0,Reciprocating,Part 91: General Aviation,,Skydiving,,12.0,0.0,0.0,0.0,VMC,Probable Cause,17-10-2016,12.0,12.0,1.0,1,beech-65,beech-65
Accident,MIA95WA232,1995-09-15,"BOGOTA, COLOMBIA",Colombia,,,,,Non-Fatal,Substantial,Airplane,N3101D,ayres,ay-65,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,2.0,VMC,Foreign,,2.0,0.0,0.0,0,ayres-ay-65,ayres-ay-65
Accident,LAX95LA335,1995-09-15,"BAKERSFIELD, CA",United States,,,,,Non-Fatal,Substantial,Airplane,N7498L,piper,pa-18-150,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Probable Cause,25-02-2010,1.0,0.0,0.0,0,piper-pa-18-150,piper-pa-18-150
Incident,FTW96RA039,1995-11-07,"PANAMA CITY, Panama",Panama,,,,,Incident,Minor,Airplane,N79750,boeing,b727-224,No,,Unknown,Part 121: Air Carrier,SCHD,Unknown,,0.0,0.0,2.0,10.0,UNK,Foreign,05-02-2013,12.0,0.0,0.0,0,boeing-b727-224,boeing-b727-224
Accident,DCA96RA020,1995-12-20,"BUGA, Colombia",Colombia,,,,,Fatal(160),Destroyed,Airplane,N651AA,boeing,b757,No,,Unknown,Part 121: Air Carrier,SCHD,Unknown,,160.0,4.0,0.0,0.0,VMC,Foreign,,164.0,164.0,1.0,1,boeing-b757,boeing-b757
Accident,NYC96LA058,1996-02-07,"BRADFORD, PA",United States,,,BFD,BRADFORD REGIONAL,Non-Fatal,Substantial,Airplane,N159YV,beech,1900d,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,SCHD,Unknown,Liberty Airlines (dba: Us Air Express),0.0,0.0,2.0,14.0,IMC,Probable Cause,09-03-2011,16.0,0.0,0.0,0,beech-1900d,beech-1900d
Accident,DCA96RA042B,1996-02-24,"Havana, Cuba",Cuba,,,,,Fatal(4),Destroyed,Airplane,N5485S,cessna,337,No,,Unknown,Part 91: General Aviation,,Other Work Use,,4.0,0.0,0.0,0.0,VMC,Foreign,,4.0,4.0,1.0,1,cessna-337,cessna-337
Accident,DCA96RA042A,1996-02-24,"Havana, Cuba",Cuba,,,,,Fatal(4),Destroyed,Airplane,N2456S,cessna,337,No,,Unknown,Part 91: General Aviation,,Other Work Use,,4.0,0.0,0.0,0.0,VMC,Foreign,,4.0,4.0,1.0,1,cessna-337,cessna-337
Accident,ANC96LA033,1996-03-13,"CRIPPLE, AK",United States,,,,,Non-Fatal,Substantial,Airplane,N93829,cessna,185,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Hageland Aviation,0.0,0.0,0.0,1.0,VMC,Probable Cause,13-10-2010,1.0,0.0,0.0,0,cessna-185,cessna-185
Accident,IAD96FA061,1996-04-14,"HARTWOOD, VA",United States,,,,,Fatal(1),Destroyed,Airplane,N8682Z,cessna,p206c,No,1.0,Reciprocating,Part 91: General Aviation,,Skydiving,,1.0,2.0,0.0,1.0,VMC,Probable Cause,17-10-2016,4.0,3.0,0.75,1,cessna-p206c,cessna-p206c
Accident,MIA96LA135,1996-04-27,"RAEFORD, NC",United States,,,5W4,RAEFORD AIRPORT,Fatal(1),Unknown,Airplane,N716NC,de havilland,dhc-6,No,2.0,Turbo Prop,Part 91: General Aviation,,Skydiving,,1.0,0.0,0.0,4.0,VMC,Probable Cause,17-10-2016,5.0,1.0,0.2,0,de havilland-dhc-6,de havilland-dhc-6
Accident,DCA96MA068,1996-07-06,"PENSACOLA, FL",United States,,,PNS,PENSACOLA REGIONAL,Fatal(2),Substantial,Airplane,N927DA,mcdonnell douglas,md-88,No,2.0,Turbo Jet,Part 121: Air Carrier,SCHD,Unknown,,2.0,2.0,3.0,137.0,VMC,Probable Cause,06-06-2019,144.0,4.0,0.027777777777777776,0,mcdonnell douglas-md-88,mcdonnell douglas-md-88
Accident,ATL96LA117,1996-08-07,"DAWSON, GA",United States,,,,,Non-Fatal,Destroyed,Airplane,N8672H,grumman,g164,No,1.0,Reciprocating,Part 137: Agricultural,UNK,Aerial Application,,0.0,0.0,0.0,1.0,VMC,Probable Cause,08-09-2015,1.0,0.0,0.0,1,grumman-g164,grumman-g164
Incident,DCA97WA005,1996-11-06,"BUENOS AIRES, Argentina",Argentina,,,,,Incident,Minor,Airplane,N271W,mcdonnell douglas,md-11,No,,Unknown,Part 121: Air Carrier,SCHD,Unknown,,0.0,0.0,0.0,282.0,UNK,Foreign,,282.0,0.0,0.0,0,mcdonnell douglas-md-11,mcdonnell douglas-md-11
Accident,DCA97WA011,1996-11-23,"COMORSO ISLANDS, Ethiopia",Ethiopia,,,,,Fatal(125),Destroyed,Airplane,,boeing,767,No,,Unknown,Part 129: Foreign,SCHD,Unknown,,125.0,44.0,2.0,4.0,VMC,Foreign,,175.0,169.0,0.9657142857142857,1,boeing-767,boeing-767
Incident,DCA97WA029,1997-02-15,"Panama City, Panama",Panama,,,,,Incident,Unknown,Airplane,,boeing,737,No,,,Part 129: Foreign,SCHD,,,0.0,0.0,0.0,63.0,,Foreign,12-05-2011,63.0,0.0,0.0,0,boeing-737,boeing-737
Accident,DCA97WA039,1997-04-10,"ZURICH, Switzerland",Switzerland,,,,,Fatal(10),Destroyed,Airplane,,cessna,414,No,,Unknown,"Non-U.S., Non-Commercial",UNK,Business,,10.0,0.0,0.0,0.0,UNK,Foreign,,10.0,10.0,1.0,1,cessna-414,cessna-414
Accident,ATL97FA060,1997-04-19,"ATHENS, GA",United States,,,,,Fatal(1),Destroyed,Airplane,N6005T,beech,c23,No,1.0,Reciprocating,Part 91: General Aviation,,Unknown,,1.0,0.0,0.0,0.0,VMC,Probable Cause,28-10-2015,1.0,1.0,1.0,1,beech-c23,beech-c23
Accident,NYC97FA080,1997-04-27,"WATERFORD, VA",United States,,,JYO,LEESBURG MUNICIPAL,Fatal(2),Destroyed,Airplane,N885JC,piper,pa-60-601p,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,2.0,0.0,0.0,0.0,IMC,Probable Cause,21-04-2010,2.0,2.0,1.0,1,piper-pa-60-601p,piper-pa-60-601p
Accident,DCA97WA043,1997-04-27,"JINAN, CHINA",China,,,,,Unavailable,Substantial,Airplane,,mcdonnell douglas,md-82,No,,Unknown,"Non-U.S., Commercial",UNK,Unknown,,0.0,0.0,0.0,0.0,UNK,Foreign,,0.0,0.0,,0,mcdonnell douglas-md-82,mcdonnell douglas-md-82
Accident,DCA97WA044,1997-04-30,,Cambodia,,,,,Fatal(2),Destroyed,Airplane,N9825F,cessna,208,No,,Unknown,Part 129: Foreign,UNK,Unknown,,2.0,0.0,0.0,0.0,UNK,Foreign,,2.0,2.0,1.0,1,cessna-208,cessna-208
Accident,FTW97LA177,1997-05-04,"DENVER, CO",United States,,,DEN,DENVER INTERNATIONAL,Non-Fatal,Unknown,Airplane,N217US,boeing,737-201,No,2.0,Turbo Jet,Part 121: Air Carrier,SCHD,Unknown,"Frontier Airlines, Inc.",0.0,1.0,0.0,96.0,VMC,Probable Cause,14-02-2018,97.0,1.0,0.010309278350515464,0,boeing-737-201,boeing-737-201
Accident,DCA97WA047A,1997-05-14,"LONDON, United Kingdom",United Kingdom,,,,HEATHROW INTERNATIONAL,Non-Fatal,Minor,Airplane,,boeing,747-400,No,4.0,Turbo Fan,Part 129: Foreign,SCHD,Unknown,,0.0,0.0,0.0,573.0,VMC,Foreign,,573.0,0.0,0.0,0,boeing-747-400,boeing-747-400
Accident,DCA97WA047B,1997-05-14,"LONDON, UNITED KINGDOM",United Kingdom,,,,HEATHROW INTERNATIONAL,Non-Fatal,Substantial,Airplane,N770UA,boeing,b777,No,2.0,Turbo Fan,Part 121: Air Carrier,SCHD,Unknown,,0.0,0.0,0.0,573.0,VMC,Foreign,,573.0,0.0,0.0,0,boeing-b777,boeing-b777
Accident,MIA97FA173,1997-05-25,"HOMESTEAD, FL",United States,,,,,Fatal(6),Destroyed,Airplane,N8214Z,cessna,205,No,1.0,Reciprocating,Part 91: General Aviation,,Skydiving,,6.0,0.0,0.0,1.0,VMC,Probable Cause,17-10-2016,7.0,6.0,0.8571428571428571,1,cessna-205,cessna-205
Accident,NYC97WA104,1997-06-01,"CARROLL LAKE, CANADA",Canada,,,,,Fatal(2),Substantial,Airplane,N6428Z,cessna,tu-206g,No,,Unknown,Part 91: General Aviation,,Personal,,2.0,0.0,1.0,0.0,VMC,Foreign,10-06-1997,3.0,2.0,0.6666666666666666,0,cessna-tu-206g,cessna-tu-206g
Accident,ATL97WA079,1997-06-03,"ASUNCION, Paraguay",Paraguay,,,,,Non-Fatal,Unknown,Airplane,N651UA,boeing,767-300,No,,Unknown,Part 121: Air Carrier,SCHD,Unknown,,0.0,1.0,0.0,122.0,UNK,Foreign,11-06-1997,123.0,1.0,0.008130081300813009,0,boeing-767-300,boeing-767-300
Accident,ANC97LA091,1997-06-26,"CHUGIAK, AK",United States,,,BCV,BIRCHWOOD,Non-Fatal,Substantial,Airplane,N1386A,piper,pa-18,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,2.0,0.0,VMC,Probable Cause,15-12-2009,2.0,0.0,0.0,0,piper-pa-18,piper-pa-18
Incident,CHI97IA212,1997-07-12,"MEMPHIS, TN",United States,,,MEM,MEMPHIS INTERNATIONAL,Incident,Unknown,Airplane,N9348,mcdonnell douglas,dc-9-15,No,2.0,Turbo Jet,Part 121: Air Carrier,NSCH,Unknown,,0.0,0.0,0.0,75.0,VMC,Probable Cause,19-04-2016,75.0,0.0,0.0,0,mcdonnell douglas-dc-9-15,mcdonnell douglas-dc-9-15
Accident,MIA97WA226,1997-08-02,"LIMA, Peru",Peru,,,,,Fatal(1),Unknown,Airplane,N12114,boeing,757-200,No,,Unknown,Part 121: Air Carrier,SCHD,Unknown,,1.0,0.0,0.0,149.0,UNK,Foreign,08-08-1997,150.0,1.0,0.006666666666666667,0,boeing-757-200,boeing-757-200
Accident,DCA97MA058,1997-08-06,"NIMITZ HILL, GU",United States,,,KGUM,AGANA INTERNATIONAL AIRPO,Fatal(228),Destroyed,Airplane,H7468,boeing,747-300,No,4.0,Turbo Fan,Part 129: Foreign,SCHD,Unknown,,228.0,26.0,0.0,0.0,IMC,Probable Cause,23-10-2009,254.0,254.0,1.0,1,boeing-747-300,boeing-747-300
Accident,LAX97LA294,1997-08-18,"CHANDLER, AZ",United States,,,CHD,CHANDLER MUNICIPAL,Non-Fatal,Substantial,Airplane,N57528,piper,pa-18-150,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,2.0,VMC,Probable Cause,23-04-2010,2.0,0.0,0.0,0,piper-pa-18-150,piper-pa-18-150
Accident,MIA97FA239,1997-08-23,"BROWNSVILLE, TN",United States,,,,,Fatal(1),Destroyed,Airplane,N5678K,beech,95-b55,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,,1.0,0.0,0.0,0.0,VMC,Probable Cause,29-03-2010,1.0,1.0,1.0,1,beech-95-b55,beech-95-b55
Accident,SEA97FA201,1997-09-01,"BREMERTON, WA",United States,,,PWT,BREMERTON NATIONAL,Fatal(5),Destroyed,Airplane,N9015T,cessna,182c,No,1.0,Reciprocating,Part 91: General Aviation,,Skydiving,,5.0,0.0,0.0,0.0,VMC,Probable Cause,17-10-2016,5.0,5.0,1.0,1,cessna-182c,cessna-182c
Incident,DCA98WA006,1997-09-02,"SPA BELGIUM, Belgium",Belgium,,,,,Incident,Minor,Airplane,,de havilland,dhc-2,No,,Unknown,Part 129: Foreign,NSCH,Unknown,,0.0,0.0,0.0,0.0,UNK,Foreign,,0.0,0.0,,0,de havilland-dhc-2,de havilland-dhc-2
Accident,FTW97LA338,1997-09-03,"SAGUACHE, CO",United States,,,,,Non-Fatal,Substantial,Airplane,N7397R,beech,v35b,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Probable Cause,21-04-2016,1.0,0.0,0.0,0,beech-v35b,beech-v35b
Accident,IAD97FA117,1997-09-06,"SMITHFIELD, RI",United States,,,SFZ,NORTH CENTRAL STATE,Fatal(5),Destroyed,Airplane,N3286Y,cessna,182e,No,1.0,Reciprocating,Part 91: General Aviation,,Skydiving,,5.0,1.0,0.0,0.0,VMC,Probable Cause,17-10-2016,6.0,6.0,1.0,1,cessna-182e,cessna-182e
Accident,CHI97FA308,1997-09-14,"St. Ignaces, MI",United States,45.928334,-84.825556,83D,Mackinac County,Fatal(2),Destroyed,Airplane,N9399W,piper,pa-28-235,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,2.0,0.0,0.0,0.0,IMC,Probable Cause,27-09-2019,2.0,2.0,1.0,1,piper-pa-28-235,piper-pa-28-235
Accident,DCA98MA002,1997-10-08,"MONTROSE, CO",United States,,,KMTJ,MONTROSE REGIONAL,Fatal(9),Destroyed,Airplane,N12022,cessna,208b,No,1.0,Turbo Prop,Part 135: Air Taxi & Commuter,NSCH,,Scenic Airlines Inc,9.0,0.0,0.0,0.0,IMC,Probable Cause,20-12-2013,9.0,9.0,1.0,1,cessna-208b,cessna-208b
Accident,DCA98WA004,1997-10-09,"BANJUL, Gambia",Gambia,,,,,Fatal(8),Destroyed,Airplane,,beech,be-200,No,,Unknown,Part 129: Foreign,NSCH,Unknown,,8.0,0.0,1.0,0.0,IMC,Foreign,,9.0,8.0,0.8888888888888888,1,beech-be-200,beech-be-200
Accident,DCA98WA082,1997-10-09,"HARBIN, CHINA",China,,,,,Unavailable,Substantial,Airplane,,cessna,650-0220,No,,Unknown,"Non-U.S., Non-Commercial",UNK,Unknown,,0.0,0.0,0.0,0.0,UNK,Foreign,,0.0,0.0,,0,cessna-650-0220,cessna-650-0220
Accident,ATL98LA004,1997-10-20,"BLAKLEY, GA",United States,,,,,Non-Fatal,Destroyed,Airplane,N9567P,piper,pa-25-235c,No,1.0,Reciprocating,Part 137: Agricultural,UNK,Aerial Application,,0.0,0.0,0.0,1.0,VMC,Probable Cause,01-02-2016,1.0,0.0,0.0,1,piper-pa-25-235c,piper-pa-25-235c
Accident,FTW98LA046,1997-11-07,"BROOMFIELD, CO",United States,,,BJC,JEFFERSON COUNTY,Non-Fatal,Substantial,Airplane,N9607D,piper,pa-22-150,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Probable Cause,01-02-2016,2.0,0.0,0.0,0,piper-pa-22-150,piper-pa-22-150
Accident,MIA98LA031,1997-11-08,"ELBERTA, AL",United States,,,7J9,HORAK,Fatal(1),Minor,Airplane,N1022S,de havilland,dhc-6-6,No,2.0,Turbo Prop,Part 91: General Aviation,,Skydiving,,1.0,0.0,0.0,17.0,VMC,Probable Cause,17-10-2016,18.0,1.0,0.05555555555555555,0,de havilland-dhc-6-6,de havilland-dhc-6-6
Accident,DCA98WA007,1997-11-18,"MWANZA AIRPORT, TANZANIA",Tanzania,,,,,Non-Fatal,Substantial,Airplane,,mcdonnell douglas,dc-8f,No,,Unknown,Part 129: Foreign,NSCH,Unknown,,0.0,0.0,4.0,0.0,UNK,Foreign,,4.0,0.0,0.0,0,mcdonnell douglas-dc-8f,mcdonnell douglas-dc-8f
Incident,DCA98WA039,1997-11-23,"PARIS, France",France,,,,,Incident,Unknown,Airplane,,mcdonnell douglas,md-83,No,,Unknown,Part 129: Foreign,SCHD,Unknown,,0.0,0.0,0.0,138.0,UNK,Foreign,,138.0,0.0,0.0,0,mcdonnell douglas-md-83,mcdonnell douglas-md-83
Incident,MIA98WA056,1997-12-05,"MONTEVIDEO, Uruguay",Uruguay,,,,,Incident,Unknown,Airplane,,boeing,707-320,No,,Unknown,"Non-U.S., Non-Commercial",UNK,Positioning,,0.0,0.0,0.0,3.0,VMC,Foreign,,3.0,0.0,0.0,0,boeing-707-320,boeing-707-320
Accident,DCA98RA016,1998-01-09,"LONDON, United Kingdom",United Kingdom,,,,,Non-Fatal,Minor,Airplane,N653UA,boeing,767-322er,No,,Turbo Fan,Part 121: Air Carrier,SCHD,Unknown,,0.0,1.0,4.0,87.0,UNK,Foreign,,92.0,1.0,0.010869565217391304,0,boeing-767-322er,boeing-767-322er
Incident,DCA98WA024,1998-02-17,"BRUSSELS, Belgium",Belgium,,,,,Incident,Minor,Airplane,,boeing,757-200,No,,Unknown,Part 129: Foreign,SCHD,Unknown,,0.0,0.0,0.0,2.0,UNK,Foreign,,2.0,0.0,0.0,0,boeing-757-200,boeing-757-200
Incident,DCA99WA029,1998-03-08,"MANCHESTER, United Kingdom",United Kingdom,,,,,Incident,Minor,Airplane,N68065,mcdonnell douglas,dc-10-30,No,,Unknown,Part 121: Air Carrier,SCHD,Unknown,,0.0,0.0,0.0,253.0,UNK,Foreign,,253.0,0.0,0.0,0,mcdonnell douglas-dc-10-30,mcdonnell douglas-dc-10-30
Incident,DCA98WA032,1998-03-08,"KOLN-BONN, Germany",Germany,,,,,Incident,Unknown,Airplane,N812UP,mcdonnell douglas,dc8-73,No,,Unknown,Part 121: Air Carrier,SCHD,Unknown,,0.0,0.0,0.0,3.0,UNK,Foreign,,3.0,0.0,0.0,0,mcdonnell douglas-dc8-73,mcdonnell douglas-dc8-73
Accident,DCA98WA028,1998-03-10,"MOMBOSA, Kenya",Kenya,,,,,Fatal(6),Destroyed,Airplane,,boeing,707-336,No,,Unknown,Part 129: Foreign,NSCH,Unknown,,6.0,0.0,0.0,0.0,UNK,Foreign,,6.0,6.0,1.0,1,boeing-707-336,boeing-707-336
Accident,CHI98FA106,1998-03-21,"GRAIN VALLEY, MO",United States,,,3GV,GRAIN VALLEY AIRPORT,Fatal(6),Destroyed,Airplane,N506SD,cessna,u206g,No,1.0,Reciprocating,Part 91: General Aviation,,Skydiving,,6.0,0.0,0.0,0.0,VMC,Probable Cause,17-10-2016,6.0,6.0,1.0,1,cessna-u206g,cessna-u206g
Incident,DCA98WA046,1998-04-04,"KEFLAVIK, Iceland",Iceland,,,,,Incident,Minor,Airplane,,boeing,767-304,No,,Unknown,"Non-U.S., Commercial",UNK,Unknown,,0.0,0.0,0.0,0.0,UNK,Foreign,,0.0,0.0,,0,boeing-767-304,boeing-767-304
Incident,DCA98WA042,1998-04-27,"BREMEN, Germany",Germany,,,,,Incident,Unknown,Airplane,,boeing,737-500,No,,Unknown,"Non-U.S., Commercial",UNK,Other Work Use,,0.0,0.0,0.0,0.0,UNK,Foreign,,0.0,0.0,,0,boeing-737-500,boeing-737-500
Accident,MIA98LA167,1998-05-21,"SPARTANBURG, SC",United States,,,SPA,SPARTANBURG DOWNTOWN MEM,Non-Fatal,Substantial,Airplane,N944RJ,north american,t-28b,No,1.0,Reciprocating,Part 91: General Aviation,,Positioning,,0.0,0.0,0.0,1.0,VMC,Probable Cause,04-01-2011,1.0,0.0,0.0,0,north american-t-28b,north american-t-28b
Accident,DCA98WA048,1998-05-29,"BOMBAY, INDIA",India,,,,,Unavailable,Substantial,Airplane,,boeing,b-737-500,No,,Unknown,Part 129: Foreign,SCHD,Unknown,,0.0,0.0,0.0,0.0,UNK,Foreign,,0.0,0.0,,0,boeing-b-737-500,boeing-b-737-500
Accident,DCA98WA051,1998-06-06,"ANTALYA, France",France,,,,,Non-Fatal,Unknown,Airplane,,mcdonnell douglas,md-83,No,,Unknown,Part 129: Foreign,SCHD,Unknown,,0.0,0.0,0.0,173.0,UNK,Foreign,,173.0,0.0,0.0,0,mcdonnell douglas-md-83,mcdonnell douglas-md-83
Accident,NYC98LA126,1998-06-10,"TAUNTON, MA",United States,,,TAN,TAUNTON,Non-Fatal,Substantial,Airplane,N6977P,piper,pa-24-180,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,3.0,VMC,Probable Cause,04-11-2009,3.0,0.0,0.0,0,piper-pa-24-180,piper-pa-24-180
Incident,DCA98WA062,1998-06-27,"MUNICH, Germany",Germany,,,,,Incident,Unknown,Airplane,,boeing,737-800,No,,Unknown,Part 129: Foreign,SCHD,Unknown,,0.0,0.0,0.0,0.0,UNK,Foreign,,0.0,0.0,,0,boeing-737-800,boeing-737-800
Incident,DCA98WA070,1998-07-02,"BRAZIL, Brazil",Brazil,,,,,Incident,Unknown,Airplane,,boeing,737-400,No,,Unknown,Part 129: Foreign,SCHD,Unknown,,0.0,0.0,0.0,5.0,UNK,Foreign,,5.0,0.0,0.0,0,boeing-737-400,boeing-737-400
Accident,ATL98LA092,1998-07-04,"GREEN SEA, SC",United States,,,,,Fatal(1),Substantial,Airplane,N7247E,cessna,182,No,1.0,Reciprocating,Part 91: General Aviation,,Skydiving,,1.0,0.0,0.0,4.0,VMC,Probable Cause,17-10-2016,5.0,1.0,0.2,0,cessna-182,cessna-182
Incident,DCA98WA069,1998-07-20,"AMSTERDAM, Netherlands",Netherlands,,,,,Incident,Unknown,Airplane,N482EV,boeing,747,No,,Unknown,Part 121: Air Carrier,SCHD,Unknown,,0.0,0.0,0.0,3.0,UNK,Foreign,,3.0,0.0,0.0,0,boeing-747,boeing-747
Incident,DCA98WA074,1998-07-29,"LONDON HEATHROW, United Kingdom",United Kingdom,,,,,Incident,Minor,Airplane,N796UA,boeing,777,No,,Unknown,Part 121: Air Carrier,SCHD,Unknown,,0.0,0.0,0.0,1.0,UNK,Foreign,,1.0,0.0,0.0,0,boeing-777,boeing-777
